"","lon","lat"
"764",-87.623289,41.834753
"765",-87.6270059,41.8348731
"766",-88.9903843,40.4910835
"767",-75.5715699,40.0280292
"768",-85.1164143,41.0791572
"769",-85.6622125,40.5168448
"770",-118.1496258,33.8898383
"771",-87.6248853,41.886099
"772",NA,NA
"773",-77.0515719,38.855833
"774",-155.0759721,19.7102325
"775",-73.983035,40.6924637
"776",-93.2719622,44.9820793
"777",-105.1394908,39.9872387
"778",-81.3335613,28.6544162
"779",-77.03606,38.910504
"780",-66.191146,18.406247
"781",-104.7870641,38.8322298
"782",-104.814215,38.930998
"783",-84.3031644,33.8878953
"784",-117.9086449,33.8099027
"785",-84.4101673,33.753435
"786",-117.419772,47.6547357
"787",-117.866392,33.641187
"788",-111.879583,33.273731
"789",NA,NA
"790",-84.1374155,39.7649754
"791",-117.1447491,32.822568
"792",-73.7861826,40.9273194
"793",-91.5531474,40.9727829
"794",-73.4167851,40.6756097
"795",-76.498564,42.421658
"796",-91.0308182,30.3699554
"797",-86.1590592,39.9760881
"798",-95.281301,31.9658653
"799",-81.6072444,30.3525305
"800",-79.2497544,42.0955469
"801",-95.1798281,32.5891875
"802",-79.939541,37.266093
"803",-92.018916,34.189521
"804",-74.057917,40.862051
"805",-75.1676847,39.9351855
"806",-86.7949105,36.1566659
"807",-94.5585742,36.1914449
"808",-81.5293126,41.4905062
"809",-122.0546361,37.9567523
"810",-87.6284494,41.8777724
"811",-117.0823893,33.1208188
"812",-76.6205177,39.3299013
"813",-94.8520636,38.845412
"814",-80.8576346,35.2445186
"815",NA,NA
"816",-83.7502085,35.9371711
"817",-81.6102291,30.3279923
"818",-82.362062,34.876487
"819",-80.2817404,26.0096214
"820",-87.3149694,32.6298869
"821",-88.291279,42.061746
"822",-73.9828286,40.7737587
"823",-81.785136,36.263095
"824",-78.0166197,40.499442
"825",-85.598145,42.290035
"826",-94.6663949,38.9955981
"827",-94.5834014,39.046666
"828",-94.5612386,39.1070723
"829",-97.6093619,38.8134816
"830",-90.5506759,41.5550123
"831",-96.8416832,32.8085948
"832",-117.7235738,34.0929344
"833",NA,NA
"834",-87.6490234,41.8988964
"835",-82.946523,38.339171
"836",-83.4385424,37.6033855
"837",-87.1201839,37.7435478
"838",-82.3983079,40.3718965
"839",-84.1924967,39.6950114
"840",-83.712981,43.0114011
"841",-77.0905414,42.6151505
"842",-80.140038,26.052908
"843",-75.777405,41.559007
"844",-76.830377,40.3366164
"845",-96.7229776,43.5515671
"846",-82.156221,36.585686
"847",-80.8222077,35.2134969
"848",-74.01234,40.7066799
"849",-75.8792853,41.2499673
"850",-73.959494,40.6528762
"851",-87.7143929,42.0338591
"852",-90.3724051,40.94181
"853",-85.5920919,43.0224079
"854",-80.0140875,40.5683018
"855",-75.1566429,40.0386083
"856",-117.4990633,33.9110835
"857",-71.0582755,42.2607677
"858",-75.6589023,41.4115723
"859",-75.2087298,40.6986202
"860",-85.0433441,33.0384447
"861",-117.7723367,33.5616845
"862",-81.2518076,41.7177632
"863",-80.1059424,42.0807989
"864",-87.828913,42.249058
"865",-88.0461002,42.0437469
"866",NA,NA
"867",-87.644316,40.1385944
"868",-76.288094,40.073488
"869",-76.3177306,40.0457219
"870",-70.5034209,43.3805675
"871",-72.5118469,42.9767642
"872",NA,NA
"873",-75.2847428,40.2238819
"874",-71.2446266,42.3432053
"875",-111.900328,40.771163
"876",-79.7250534,39.9024542
"877",-84.1857115,37.0693489
"878",-71.1111054,42.4262974
"879",-83.2497967,42.4755011
"880",-88.3974551,44.260288
"881",-76.0855042,43.0497018
"882",-76.514699,40.331103
"883",-81.8753745,36.1617964
"884",-75.3782832,40.6069087
"885",-90.0344386,35.1180562
"886",-81.3262158,35.7414291
"887",-71.1171337,42.3800462
"888",-94.7303026,32.4669682
"889",-122.4554639,46.6195461
"890",-88.0799314,41.6040218
"891",-84.5263352,37.9963275
"892",-79.1773107,37.3534764
"893",-122.1181507,37.637597
"894",-117.8289949,34.0993665
"895",-84.5167457,33.9314817
"896",-73.975049,40.759829
"897",-81.6497898,35.0556544
"898",-89.3435986,40.1465785
"899",-89.3611111,40.1567541
"900",-83.6601104,36.577238
"901",-122.269669,37.804726
"902",-90.5037168,38.7875189
"903",-85.3015101,37.1027852
"904",-123.199224,45.200606
"905",-86.7985315,36.1052591
"906",-78.556091,35.942671
"907",-80.484675,35.671441
"908",-111.8338359,41.7369803
